3.180358297280759250e-01,8.689143944824916366e-01,4.370164729559237737e-01,2.732127368244712695e+00
2.941176470588235392e-01,8.962536275607246861e-01,4.672009267764775098e-01,3.047262333706463711e+00
3.331803930484604770e-01,8.875568432641866012e-01,4.673012467865835240e-01,2.663892779354195550e+00
3.180358297280759250e-01,8.463979848118654559e-01,4.743310010541121335e-01,2.661329025523774927e+00
3.183533742879968154e-01,8.929576464474494601e-01,4.830268663668195739e-01,2.804925967706689782e+00
3.233895676208201064e-01,8.971797516937813910e-01,4.910192514945905251e-01,2.774300229578649635e+00
3.233895676208201064e-01,8.638019716079873289e-01,4.910192514945905251e-01,2.671087932622520977e+00
2.941176470588235392e-01,8.767128341105934197e-01,4.672009267764775098e-01,2.980823635976017627e+00
2.792909902179809833e-01,8.635037446002540307e-01,3.934898264644955956e-01,3.091770858509638398e+00
3.094231897993784397e-01,8.722129951561159444e-01,4.591784009517228538e-01,2.818835251881525394e+00
2.811127713994909239e-01,9.387084713221827137e-01,4.402296173694868475e-01,3.339259424781447994e+00
3.180358297280759250e-01,8.669459382219014687e-01,4.831065107782029910e-01,2.725937951592277031e+00
3.036466109099001942e-01,8.866445814763580513e-01,4.908254899943712557e-01,2.919988399736983986e+00
2.857142857142856984e-01,9.234780646779436886e-01,4.415688090366012841e-01,3.232173226372803132e+00
3.037859942594074436e-01,8.922754986490969431e-01,4.431295041727003059e-01,2.937184450601002528e+00
3.024753020094517186e-01,8.635515453020988774e-01,4.444987767904662879e-01,2.854948948113174012e+00
2.819777419370549931e-01,8.189784900533073619e-01,4.447372861964235535e-01,2.904408285658679478e+00
2.936101097573517449e-01,8.435273922869733765e-01,4.671625926740846091e-01,2.872950774699447152e+00
2.645914644170346275e-01,9.370492113490070940e-01,3.997840481732282680e-01,3.541494482498049212e+00
2.811127713994909239e-01,9.189757491793916211e-01,4.398329682369788163e-01,3.269064385101984715e+00
3.333333333333333148e-01,9.111743668422914721e-01,4.688484523327275388e-01,2.733523100526874750e+00
3.123475237772121438e-01,8.746036284222215018e-01,4.671359075220248847e-01,2.800097845648519712e+00
2.886344791078922500e-01,9.010444984121549483e-01,4.475405204054402897e-01,3.121749353012473360e+00
3.331803930484604770e-01,9.335810645363976645e-01,4.670917808676331995e-01,2.802028822868367186e+00
3.028912664076913175e-01,9.400110050713089693e-01,4.436375645219718389e-01,3.103460249019049488e+00
2.941176470588235392e-01,9.052030975655693812e-01,4.672009267764775098e-01,3.077690531722935940e+00
