2.424356164069900454e-01,1.120870661254442124e+00,3.931945865214631630e-01,4.623374559671853845e+00
2.165463965121501022e-01,1.124026556881916328e+00,3.932143350030898321e-01,5.190696197148904290e+00
2.412359308784521594e-01,1.102799293505031475e+00,3.919836041578194097e-01,4.571455377684521260e+00
2.424605101463709333e-01,1.123880029376428169e+00,3.605445354790962620e-01,4.635311658372546439e+00
2.418097050821853833e-01,1.143268958548674608e+00,3.965667937446460400e-01,4.727969698983358171e+00
2.328165368332087704e-01,1.123880029376428169e+00,3.356766941956582651e-01,4.827320450100083704e+00
2.161867842022652808e-01,1.111449632101027429e+00,3.874451841630043303e-01,5.141154378156392646e+00
2.095684110712273118e-01,1.124026556881916328e+00,3.222062341403080232e-01,5.363530463090100397e+00
2.253379729928776665e-01,1.135805394928830481e+00,3.169650769607854079e-01,5.040452702415718633e+00
2.165463965121501022e-01,1.113916763532702525e+00,3.376478913554741834e-01,5.144009697109885870e+00
2.253379729928776665e-01,1.120870661254442124e+00,3.700198685267277465e-01,4.974175663193126873e+00
2.240047929585627373e-01,1.124836471643096747e+00,3.633521189437544097e-01,5.021483945886699551e+00
2.767709785657451182e-01,1.124026556881916328e+00,4.254077676383830053e-01,4.061215387201123406e+00
2.418097050821853833e-01,1.143268958548674608e+00,3.895599003715110031e-01,4.727969698983358171e+00
2.579303520876644051e-01,1.083113858363378590e+00,4.170448525216092217e-01,4.199249330669132974e+00
2.424605101463709333e-01,1.124026556881916328e+00,3.605445354790962620e-01,4.635915993921455147e+00
2.332038116284693430e-01,1.117985229117574697e+00,3.689264557259773203e-01,4.794026398242162479e+00
1.408426052013617424e-01,1.100732612430965540e+00,3.620560807261158365e-01,7.815338340676497353e+00
1.732717365533736065e-01,1.050608337548207372e+00,3.511076960669493041e-01,6.063356658427579760e+00
3.233705916167380345e-01,1.102397795206614406e+00,4.822671527554087123e-01,3.409084882131727667e+00
1.395066743148542787e-01,1.143864185918713972e+00,3.658938415233539132e-01,8.199350973969268708e+00
3.008284187980934110e-01,1.125866196509550665e+00,3.918975129383142630e-01,3.742552651799817998e+00
2.508456172974289355e-01,1.114740803426307325e+00,3.796164624191157855e-01,4.443931751474666569e+00
2.508456172974289355e-01,1.133232344234015088e+00,3.796164624191157855e-01,4.517648569838617512e+00
1.713431424214485743e-01,1.093833236494873073e+00,3.281963768654648228e-01,6.383875193583166130e+00
1.355668778809129837e-01,1.083380466546318033e+00,3.237492078417998354e-01,7.991483491255142013e+00
3.118914307759026450e-01,1.081197837606487022e+00,4.559996190092399093e-01,3.466583980575405288e+00
2.270383045932499178e-01,1.131313980966120569e+00,4.106478336364539627e-01,4.982921199103050647e+00
1.355668778809129837e-01,1.103598829615481280e+00,3.237492078417998354e-01,8.140622893041202346e+00
1.676547288569818495e-01,1.083380466546318033e+00,3.876224747740213417e-01,6.461973807315017915e+00
1.623858625527418442e-01,1.083380466546318033e+00,3.246751614743974002e-01,6.671642774286729249e+00
1.319098355252203425e-01,1.110828005088851045e+00,3.612536721150130803e-01,8.421115837692539685e+00
1.401088326568052378e-01,1.093303480283493778e+00,3.446907041178048359e-01,7.803244517506803923e+00
1.732717365533736065e-01,1.083380466546318033e+00,2.953210987011721245e-01,6.252493846349834072e+00
2.499378828163805466e-01,1.170154054953788769e+00,3.810316958991409320e-01,4.681779495641541722e+00
2.081997476128409075e-01,1.120590617357513530e+00,3.176405415259254128e-01,5.382286146865626897e+00
2.095684110712273118e-01,1.057855766883846860e+00,3.730896371631465258e-01,5.047782542590862676e+00
2.819777419370549931e-01,1.161144419063673050e+00,4.312535571040572169e-01,4.117858420622687809e+00
2.959845225798768409e-01,1.126559276056584569e+00,4.311646525521303785e-01,3.806142517984405504e+00
2.432521277052599462e-01,1.102601622109568469e+00,3.359256124459218951e-01,4.532752220961257628e+00
1.867178246351521853e-01,1.091038416803490341e+00,3.299161736957587077e-01,5.843247257916518222e+00
1.472537723434878820e-01,1.105563627206034960e+00,2.378238874750887577e-01,7.507879829571830754e+00
1.660216032651057327e-01,1.062566632829448965e+00,3.563227893027622883e-01,6.400170893017620877e+00
1.760196181762305190e-01,1.070445542069555778e+00,3.848222515596172455e-01,6.081399068811907505e+00
1.387138661793412553e-01,1.092559015632116770e+00,3.315736526001836215e-01,7.876350401909800070e+00
1.515607675150155709e-01,1.099223672837712051e+00,3.652757977323184413e-01,7.252692704454724471e+00
1.413049011498372920e-01,1.103793910044181370e+00,3.824023359682474088e-01,7.811434005914184908e+00
